facility_url,jurisdiction,agency,name,counties_served,address_line1,address_line2,city,state,zip_code,country,phone,superintendent,description,security_level,gender,latitude,longitude
https://doccs.ny.gov/location/five-points-correctional-facility,New York,DOCCS,Five Points Correctional Facility,Seneca,6600 State Route 96,Caller Box 400 (Incarcerated Individual Mail: Caller Box 119),Romulus,NY,14541,United States,(607) 869-5111,Reginald Bishop,Five Points Correctional Facility is a maximum security level facility for males.,Maximum,Male,42.7350308,-76.860565
https://doccs.ny.gov/location/franklin-correctional-facility,New York,DOCCS,Franklin Correctional Facility,Franklin,62 Bare Hill Road,P.O. Box 10,Malone,NY,12953-0010,United States,(518) 483-6040,Sandra Danforth,Franklin Correctional Facility is a medium security level facility for males.,Medium,Male,44.869542,-74.3157677
https://doccs.ny.gov/location/gouverneur-correctional-facility,New York,DOCCS,Gouverneur Correctional Facility,St. Lawrence,112 Scotch Settlement Road,P.O. Box 370,Gouverneur,NY,13642-0370,United States,(315) 287-7351,Mark Rockwood,Gouverneur Correctional Facility is a medium security level facility for males.,Medium,Male,44.3401974,-75.4420986
https://doccs.ny.gov/location/green-haven-correctional-facility,New York,DOCCS,Green Haven Correctional Facility,Dutchess,594 Rt. 216,,Stormville,NY,12582-0010,United States,(845) 221-2711,Mark Miller,Green Haven Correctional Facility is a maximum security level facility for males.,Maximum,Male,41.5809365,-73.7168927
https://doccs.ny.gov/location/greene-correctional-facility,New York,DOCCS,Greene Correctional Facility,Greene,165 Plank Road,"P.O. Box 8 (Incarcerated Individual Mail: P.O. Box 975, Zip 12051-0975)",Coxsackie,NY,12051-0008,United States,(518) 731-2741,Aaron Torres,Greene Correctional Facility is a medium security level facility for males.,Medium,Male,42.34943940000001,-73.8251926
https://doccs.ny.gov/location/groveland-correctional-facility,New York,DOCCS,Groveland Correctional Facility,Livingston,7000 Sonyea Road,P.O. Box 50,Sonyea,NY,14556-0050,United States,(585) 658-2871,Amy Cook,Groveland Correctional Facility is a medium security level facility for males.,Medium,Male,42.6832932,-77.8338077
https://doccs.ny.gov/location/hale-creek-asactc,New York,DOCCS,Hale Creek ASACTC,Fulton,279 Maloney Road,(Incarcerated Individual Mail: P.O. Box 950),Johnstown,NY,12095-3769,United States,(518) 736-2094,Rachel Young,Hale Creek ASACTC is a medium security level facility for males.,Medium,Male,43.0134838,-74.2993544
https://doccs.ny.gov/location/hudson-correctional-facility,New York,DOCCS,Hudson Correctional Facility,Columbia,50 East Court Street,P.O. Box 576,Hudson,NY,12534-0576,United States,(518) 828-4311,Stephen Brandow,Hudson Correctional Facility is a medium security level facility for males.,Medium,Male,42.2499297,-73.79042869999999
https://doccs.ny.gov/location/lakeview-shock-incarceration-correctional-facility,New York,DOCCS,Lakeview Shock Incarceration Correctional Facility,Chautauqua,9300 Lake Avenue,P.O. Box T,Brocton,NY,14716-9798,United States,(716) 792-7100,Andrea Schneider,Lakeview Shock Incarceration Correctional Facility is a medium security level facility for males and females.,Medium,Male,42.4092885,-79.43627190000001
https://doccs.ny.gov/location/marcy-correctional-facility,New York,DOCCS,Marcy Correctional Facility,Oneida,9000 Old River Road,P.O. Box 5000 (Incarcerated Individual Mail: P.O. Box 3600),Marcy,NY,13403-5000,United States,(315) 768-1400,Bennie Thorpe,Marcy Correctional Facility is a medium security level facility for males.,Medium,Male,43.16020959999999,-75.3076904
https://doccs.ny.gov/location/mid-state-correctional-facility,New York,DOCCS,Mid-State Correctional Facility,Oneida,"9005 Old River Road, P. O. Box 216",Incarcerated Individual Mail: P. O. Box 2500,Marcy,NY,13403-0216,United States,(315) 768-8581,Thomas Delmar,Mid-State Correctional Facility is a medium security level facility for males.,Medium,Male,43.1685528,-75.298943
https://doccs.ny.gov/location/mohawk-correctional-facility,New York,DOCCS,Mohawk Correctional Facility,Oneida,6514 Rt. 26,P.O. Box 8450 (Incarcerated Individual Mail: P.O. Box 8451),Rome,NY,13442,United States,(315) 339-5232,Anthony Lowe (Acting),Mohawk Correctional Facility is a medium security level facility for males.,Medium,Male,43.1787454,-75.4822439
https://doccs.ny.gov/location/orleans-correctional-facility,New York,DOCCS,Orleans Correctional Facility,Orleans,3531 Gaines Basin Road,,Albion,NY,14411-9199,United States,(585) 589-6820,Kishon Walker,Orleans Correctional Facility is a medium security level facility for males.,Medium,Male,43.2440594,-78.2224765
https://doccs.ny.gov/location/otisville-correctional-facility,New York,DOCCS,Otisville Correctional Facility,Orange,57 Sanitorium Road,,Otisville,NY,10963-0008,United States,(845) 386-1490,Delta Barometre,Otisville Correctional Facility is a medium security level facility for males.,Medium,Male,41.4791354,-74.5294315
https://doccs.ny.gov/location/queensboro-correctional-facility,New York,DOCCS,Queensboro Correctional Facility,Queens,47-04 Van Dam Street,,Long Island City,NY,11101-3081,United States,(718) 361-8920,Linda Carrington-Allen,Queensboro Correctional Facility is a minimum security level facility for males.,Minimum,Male,40.7427096,-73.93442069999999
https://doccs.ny.gov/location/riverview-correctional-facility,New York,DOCCS,Riverview Correctional Facility,St. Lawrence,1110 Tibbits Drive,P.O. Box 158,Ogdensburg,NY,13669-0158,United States,(315) 393-8400,Robert Brabant (Acting),Riverview Correctional Facility is a medium security level facility for males.,Medium,Male,44.7183035,-75.4378934
https://doccs.ny.gov/location/shawangunk-correctional-facility,New York,DOCCS,Shawangunk Correctional Facility,Ulster,200 Quick Road. P. O. Box 750,Incarcerated Individual Mail: P. O. Box 700,Wallkill,NY,12589-0750,United States,(845) 895-2081,John Wood,Shawangunk Correctional Facility is a maximum security level facility for males.,Maximum,Male,41.6357635,-74.16347999999999
https://doccs.ny.gov/location/sing-sing-correctional-facility,New York,DOCCS,Sing Sing Correctional Facility,Westchester,354 Hunter Street,,Ossining,NY,10562-5442,United States,(914) 941-0108,Marlyn Kopp,Sing Sing Correctional Facility is a maximum security level facility for males.,Maximum,Male,41.1514812,-73.86763470000001
https://doccs.ny.gov/location/taconic-correctional-facility,New York,DOCCS,Taconic Correctional Facility,Westchester,250 Harris Road,,Bedford Hills,NY,10507-2497,United States,(914) 241-3010,Emily Williams,Taconic Correctional Facility is a medium security level facility for females.,Medium,Female,41.2447918,-73.6782578
https://doccs.ny.gov/location/ulster-correctional-facility,New York,DOCCS,Ulster Correctional Facility,Ulster,750 Berme Road,P.O. Box 800,Napanoch,NY,12458-0800,United States,(845) 647-1670,Stacie Bennett,Ulster Correctional Facility is a medium security level facility for males.,Medium,Male,41.7429137,-74.3565479
https://doccs.ny.gov/location/upstate-correctional-facility,New York,DOCCS,Upstate Correctional Facility,Franklin,309 Bare Hill Road,P.O. Box 2000,Malone,NY,12953,United States,(518) 483-6997,Donald Uhler,Upstate Correctional Facility is a maximum security level facility for males.,Maximum,Male,44.88847630000001,-74.3207256
https://doccs.ny.gov/location/wallkill-correctional-facility,New York,DOCCS,Wallkill Correctional Facility,Ulster,50 McKendrick Road,P.O. Box G,Wallkill,NY,12589-0286,United States,(845) 895-2021,Phil Melecio,Wallkill Correctional Facility is a medium security level facility for males.,Medium,Male,41.60564919999999,-74.1840358
https://doccs.ny.gov/location/washington-correctional-facility,New York,DOCCS,Washington Correctional Facility,Washington,72 Lock Eleven Lane,P.O. Box 180,Comstock,NY,12821-0180,United States,(518) 639-4486,Christopher Collins,Washington Correctional Facility is a medium security level facility for males.,Medium,Male,43.4690854,-73.4290707
https://doccs.ny.gov/location/wende-correctional-facility,New York,DOCCS,Wende Correctional Facility,Erie,3040 Wende Road,,Alden,NY,14004-1187,United States,(716) 937-4000,Christopher Yehl,Wende Correctional Facility is a maximum security level facility for males.,Maximum,Male,42.9316367,-78.5423617
https://doccs.ny.gov/location/woodbourne-correctional-facility,New York,DOCCS,Woodbourne Correctional Facility,Sullivan,99 Prison Road,P.O. Box 1000,Woodbourne,NY,12788-1000,United States,(845) 434-7730,Betsy Smith,Woodbourne Correctional Facility is a medium security level facility for males.,Medium,Male,41.7541122,-74.5932923
https://doccs.ny.gov/location/wyoming-correctional-facility,New York,DOCCS,Wyoming Correctional Facility,Wyoming,3203 Dunbar Road,P.O. Box 501,Attica,NY,14011-0501,United States,(585) 591-1010,Michael Hill,Wyoming Correctional Facility is a medium security level facility for males.,Medium,Male,42.8488243,-78.2651485
